id,growth,revenue,workers
21290,462.9459,49339328,78
24826,461.1983,9913180,87
23923,460.2266,36593517,65
21373,459.7678,80981529,116
25785,459.1302,2001731,2
25328,458.6195,16098296,100
26473,457.4853,13733550,515
25607,457.3871,28221630,73
21627,456.5548,117377345,55
23654,456.2166,35114684,115
24861,455.4194,2039500,25
25264,455.3728,2119497,6
25978,455.2561,2060000,15
23365,455.064,4768000,6
2901,455.0489,923607000,800
26530,454.7134,9483724,7
25156,454.345,2774419,9
1026,454.2841,9640286,65
25692,454.1161,13624329,44
26568,453.5398,22518000,25
26421,453.2027,8469484,280
23544,452.9429,2946594,12
26504,452.5294,4149496,16
23528,452.185,51048267,687
23827,449.7586,7702481,75
23647,448.419,4695860,35
23462,448.1425,6695320,58
21548,447.9552,10245310,21
23131,447.1142,17541235,78
23547,446.557,7148086,4
26518,446.5286,2162537,20
21766,444.81,34802761,278
17263,444.5509,116099931,136
26258,444.263,11630063,87
25014,444.1716,17506000,48
26279,442.6587,14691400,103
23235,441.7989,5120000,23
25269,441.7443,14243000,13
8109,441.1668,54398909,210
26614,440.5915,2571053,8
23108,439.6213,3253393,38
25793,439.3516,50874967,360
25209,439.2422,2514470,5
23414,438.7342,8512000,52
26138,438.2906,3059692,21
23182,438.2234,6264129,17
20397,437.9196,16125297,162
25887,437.6101,2083325,13
26508,436.558,5201409,11
25254,436.1943,3669928,20
21067,435.9959,27130228,87
24678,435.6846,172852037,607
2761,435.5514,44308383,218
24097,434.8736,42945000,280
23035,434.6566,40404000,123
26267,434.471,60095919,17
25860,434.1605,2024399,42
23353,433.6858,3008979,29
25720,431.8811,3412310,19
25099,431.8269,2137008,21
26139,431.7071,10117679,133
24985,431.4682,2386388,10
24862,430.53,2220146,75
26154,429.3323,7753897,27
25273,428.6026,4842000,29
24924,428.5101,11503291,33
23795,428.3527,9984128,80
22996,428.0628,10063019,11
23089,427.9143,10185405,29
23420,427.7425,7690000,9
24006,427.6163,7260000,22
25591,427.5818,3180527,18
26173,427.3904,10590000,98
25661,427.3479,7019000,50
23641,426.879,3436400,10
23459,425.3973,6312029,33
25712,424.9881,5567704,23
25968,424.6077,46251968,62
21399,423.9347,4610982,43
21235,423.6905,15646129,90
25485,423.4462,2800437,7
25106,423.4251,5467756,22
25466,422.9179,9104000,35
23573,422.2272,46849000,595
22578,421.9112,16690369,40
23003,421.2347,4000132,50
23463,419.4628,5022478,0
23177,419.4215,69670000,224
25737,418.995,24403144,39
25553,418.7352,14857001,75
23457,418.6938,3451715,26
25044,418.6516,5664080,42
24837,418.4562,5649125,20
26294,418.3997,2903598,20
23285,418.2258,5071777,3
25462,418.1019,2953150,16
22990,417.9423,5646788,36
26366,417.4625,2438366,21
25901,416.9049,4135549,5
26331,416.0708,243797000,1102
23575,414.9967,10866976,85
3308,414.9585,19566354,96
24130,414.9013,17637265,110
22061,414.1234,70147000,219
21014,414.0259,15706792,117
25003,414.0156,2369879,34
23541,414.0074,14792099,60
21052,413.8417,37616852,62
26590,413.2471,3069736,46
22467,412.8562,19368558,105
24885,411.9349,4352486,30
17499,411.4906,29296411,134
25429,411.4004,3012803,63
19818,410.0752,38608714,400
23140,409.9567,25475142,98
23743,409.9096,2917565,22
22320,409.9017,8458780,11
26468,409.279,8904911,314
23736,408.3561,22186952,50
25947,408.1102,64136719,32
20987,407.769,23307299,150
26290,406.9462,25053502,100
17896,406.5281,50834000,400
25476,405.7161,24330000,121
26543,405.33,8476128,28
21139,405.2069,6068075,15
24999,405.0109,3973219,8
21264,404.6732,4876829,25
19231,404.5499,77634340,668
23330,403.8462,5633000,40
26566,403.6657,361224000,850
23121,403.6738,5621000,28
26363,403.5719,11467082,80
25101,402.3751,7198960,23
23113,401.9734,2111300,6
19333,401.888,11785029,895
26232,401.7211,11681327,50
26065,400.8655,3022693,30
23428,400.4386,104318756,204
25372,400.2633,11009859,10
26072,399.7598,11437207,430
25939,398.6123,2040830,13
23022,398.5831,9367508,13
25875,397.1068,5992662,24
25935,396.7489,6869114,66
24054,395.5894,369239144,1628
21357,395.1582,12975947,2800
23081,394.0233,4020910,8
18037,393.7171,30565075,10
21048,393.5124,17524822,24
21809,393.4636,8432977,87
26580,393.0947,9825445,250
23289,392.785,46382270,15
23056,392.535,28813300,240
23571,392.5363,19923538,113
25109,392.0451,12717938,545
8327,391.6263,14006000,104
21222,391.1479,4531935,30
3147,390.0507,22386739,43
26417,389.9346,2585875,8
21265,389.8158,17328688,340
20979,389.6849,25138134,143
24798,388.1356,2016000,14
17424,387.6941,66030540,485
25097,387.5382,3335444,26
20056,387.3287,13208480,70
18155,387.2566,9374748,29
21345,386.9199,18999901,318
25056,386.656,2159755,2
23668,386.4638,63143000,185
25934,385.651,3312475,773
25956,384.3417,6218076,23
25408,383.8109,21329814,59
24791,383.7394,12353215,296
26265,383.3386,9835883,20
25771,383.2035,2716865,9
21047,382.8474,8264000,72
25586,382.8346,5244897,300
21353,382.7102,16195814,28
21527,382.4515,14093576,25
21448,381.1031,7819922,75
25291,380.8429,12550000,22
26374,380.3565,2328408,17
23765,380.1141,27115306,101
25613,378.4788,2577441,3
506,378.4616,25129719,327
21714,378.3562,16355000,45
23291,377.9061,2050628,8
21398,377.8424,6938516,33
25972,377.633,2115346,8
23335,376.9917,43951873,78
25564,376.3,9037426,353
17475,376.2413,14533966,98
19684,376.1454,18469769,120
24842,375.4996,2957170,9
23237,375.283,144281643,172
1322,374.6933,134812496,2670
23486,374.4874,2732184,37
21634,373.7725,16962708,100
23395,373.3635,2606931,29
25857,372.9326,3861646,16
24897,372.8372,5083000,4
25318,372.5116,9062471,11
25733,372.3576,29853000,150
26007,372.3002,7384324,22
23240,371.9785,4656261,16
17600,371.9532,58590100,486
24860,371.8681,8756858,24
25189,371.8362,10049489,18
25475,370.9455,6084399,12
25514,370.5924,47497526,230
21046,370.2942,29063355,236
26497,369.9968,9308936,79
25657,369.795,32216296,48
1204,369.7878,77717000,140
22290,369.5194,8873729,28
21199,368.5044,174063211,937
25079,368.2486,2397456,125
23101,368.1602,4348712,12
23536,368.0699,3892394,149
26480,368.0496,23710584,40
25849,368.0512,2480035,37
23151,367.6069,27025921,240
23388,367.5749,3228951,9
24873,366.6355,12568794,15
23519,366.6162,9180706,38
21947,366.3656,189763660,979
26607,366.2573,17780219,23
22872,365.5848,26736071,393
24855,365.3751,2822500,13
22038,365.2016,7347422,120
25757,363.4414,11090093,75
24832,362.2909,7367756,100
22235,361.9475,13073497,42
21245,361.4144,263912441,1500
21488,361.3271,12735124,61
23473,361.1093,15510049,55
23021,361.0687,4105554,21
23063,361.0465,10610391,48
23072,360.5457,2401350,32
23518,360.1551,6023914,65
21883,360.0655,7088827,7
25170,359.9819,11264047,41
25415,359.6005,2216175,14
26282,359.3667,9695241,15
20976,359.2429,47401802,95
26299,359.14,2014316,25
23574,358.9636,9119537,30
21439,358.31,21026469,137
23155,357.593,68702224,31
23210,357.4292,4152730,8
23159,357.2029,8106015,30
23250,356.838,3459301,31
24827,356.5748,5776762,42
25085,356.3578,2358115,21
26264,356.1664,2494222,35
21715,355.6952,13354676,113
21569,355.15,11124912,120
23381,354.8558,14522426,122
23666,354.6555,21892878,50
25274,354.6177,2045584,11
19304,353.905,22550000,97
19253,352.7263,16187778,73
25364,352.614,3655913,10
23538,352.2158,29167720,215
23425,352.1526,58079000,285
17954,352.1345,7769004,11
25499,351.9199,2707000,10
26451,350.9116,7765202,65
22973,350.7517,6012609,108
26330,350.5503,3438843,31
26425,350.0976,37654510,500
2670,350.0197,21830995,0
19237,349.7997,52886897,110
25966,349.445,8908000,75
25854,349.3018,3373605,24
26194,349.0494,23620000,322
24961,347.8561,14172676,7
26323,347.6544,20516000,80
25550,347.6523,2760193,6
25562,346.5916,338886372,308
23198,346.5899,13656850,45
258,346.3199,30582711,43
20565,345.6866,13126135,48
19431,345.5723,39531295,240
26383,345.4068,6785800,45
21296,344.9275,4605000,24
21525,344.6367,12138057,32
26461,344.469,15093981,140
25352,343.5702,7011692,70
25492,343.3245,14322755,160
25787,342.7062,22417047,31
24876,342.5986,2969124,30
26525,342.5642,13612900,76
17566,342.4448,134427337,164
23484,342.3485,16698640,49
25696,342.2561,6702869,75
17571,342.0556,71249605,489
19311,340.25,20714249,77
25961,340.0998,9552683,58
23152,340.0311,6358946,12
25137,339.8959,2795279,24
26439,339.6884,2476809,7
23324,339.179,3883278,34
26609,338.9183,83829000,335
21165,338.407,24784632,12
23588,337.955,238414135,59
23195,337.9166,2102004,14
17450,337.7718,68939403,150
20999,337.387,8172200,83
2158,337.254,13431454,126
20404,337.21,117455046,131
24935,336.6112,34831089,44
23032,336.5649,21457445,154
23246,336.5541,3446983,40
23689,336.025,2815056,23
25713,335.986,5121070,7
26199,335.9016,7977000,87
6223,334.5432,7723397,15
20942,334.4045,16284058,400
21587,334.2152,6444096,17
19578,333.9114,15888416,130
23808,333.6615,8745976,143
21511,333.6336,5776000,27
26463,333.5382,13072264,11
24841,332.8029,2990270,12
24634,332.4521,20622708,108
26562,332.3784,2996222,35
26183,331.9412,1049263000,1375
24880,331.6737,24450000,130
25187,331.4218,2535250,7
25122,331.2689,3238752,5
26575,330.9813,18855000,56
23231,330.9079,11057980,140
19594,330.1683,38220450,326
23007,330.1253,9988274,54
23363,329.8287,8642221,2
23550,329.6756,24912093,25
23227,329.5362,12947510,34
26084,329.1955,5467255,16
23146,328.6481,5654859,25
23549,327.6558,4195000,77
23359,327.3988,5120674,26
21631,327.2954,51749400,49
26102,327.1237,3821365,14
21402,326.8724,32628733,69
21514,326.1994,15629281,96
25051,325.6808,2449010,25
26534,325.4851,3898920,26
19560,325.437,18012459,185
23692,325.4267,94644838,84
7732,325.4173,8317218,56
25245,325.4183,8290578,28
5217,325.224,4328096,25
25537,324.7649,3947459,80
20943,324.4276,21780130,645
26203,324.3928,3683581,40
22122,324.284,21393912,64
24151,324.0471,30180163,37
25842,324.0116,3919110,35
20399,323.963,115749457,987
25599,323.9452,2927405,137
154,323.7681,17544000,711
24966,323.6801,31183773,250
20980,323.4774,108946356,289
20339,323.1678,52470768,179
21019,323.0971,38198291,58
25410,322.937,3300600,18
21085,322.8603,7684125,36
23307,322.2191,3047024,70
19898,322.148,18042689,28
1127,322.0915,7660033,45
25082,321.0433,16051867,14
19239,321.0178,74997714,44
21937,320.3488,5061000,27
17606,319.6206,19823908,78
25155,319.2474,2496832,15
21062,318.8387,4199909,26
25570,318.799,4812000,5
751,318.7711,20808566,96
25503,318.3296,6716700,34
8,318.1758,249922536,180
26185,317.976,2057190,30
21693,317.808,50841369,47
21455,317.799,6109140,77
25080,317.545,2271662,16
19957,317.4472,22344726,26
23082,317.2676,11586798,40
23196,317.0451,2461254,13
24983,317.0188,3614615,17
25926,316.8777,33945966,400
21065,316.5142,8197000,140
25915,315.9627,10282873,62
25872,315.9517,2125609,24
24851,315.8531,2108026,25
23080,315.0264,8431972,29
21365,314.0921,4782217,17
23503,313.8869,19059551,653
19391,313.8552,16070892,45
19576,313.8138,70058676,80
25326,312.9676,21237619,138
11000,312.3132,40435000,171
25439,312.2148,47036251,185
25116,311.3011,33886117,65
19423,311.2548,45693700,225
25781,311.2493,15244768,550
26023,311.0169,13133811,55
4146,310.846,45006068,88
4121,310.6866,14764999,85
26175,310.0487,5533484,10
26062,309.839,4155895,25
19789,309.7885,51131534,173
25192,309.6007,4400717,102
1339,309.5329,150614000,211
23086,309.1501,14443000,232
21117,309.0551,2516225,15
23204,308.5255,11322163,31
23640,308.3861,9369348,45
25568,308.0334,33381698,70
25920,307.9031,5177339,88
23312,307.7951,2548128,25
23810,307.2987,9710000,108
23042,307.2961,3465418,8
24883,307.2468,4546809,16
25125,307.0807,7867307,30
26550,306.965,2717989,33
22982,306.2251,3569870,25
26402,305.9666,3882413,24
25632,305.6968,3988000,105
25174,305.6428,8935500,80
23658,305.5785,6941768,33
26555,305.2488,2264291,30
25738,305.2213,3956459,25
18097,304.9962,38261067,558
23470,304.6804,14413146,32
26479,304.5073,14040157,60
25970,304.4657,9146425,18
26315,304.2143,2254000,15
25831,303.4979,2809354,2
1167,303.4832,19893669,55
17319,303.2283,126827890,128
21461,303.1701,17162823,33
25441,302.707,2995343,25
21104,302.4781,3832666,28
23313,301.9359,7247459,59
25061,301.9333,2055109,19
21217,301.8283,5639978,48
22297,300.7393,27081128,139
21926,300.2394,9086935,15
26019,300.0581,10914481,73
23444,300.0602,6357000,19
26262,299.938,4976268,42
743,299.8136,126183946,1107
21477,299.5776,11837259,197
24099,299.5369,22516332,45
26511,298.999,4019029,10
19831,298.9693,66357754,226
20255,298.5207,37716000,167
22451,298.2223,11741667,110
21151,298.0453,9865740,30
26120,297.8365,13102565,53
26378,297.7599,3491616,29
26004,297.4242,2623000,14
24433,297.1698,17500015,48
24814,297.0451,2695412,9
25105,296.9042,2685065,14
21748,296.6555,28459273,51
25656,296.6165,16974649,38
19415,296.4718,8753043,24
25851,296.3839,16323095,62
25275,296.0965,3484108,18
26143,295.8734,95837000,41
21421,295.1093,86597197,110
369,295.1014,48716000,818
21429,294.8924,7508898,67
3824,294.8709,16056603,30
21340,294.7836,6019187,73
19851,294.7312,12968978,77
26549,294.7273,6878423,13
26243,294.6721,2889000,1
21547,294.0762,9513000,42
26213,293.9786,62158000,298
26391,293.8098,2020634,6
26158,293.7399,29313402,1442
811,293.7112,44388686,372
19487,293.4356,24437730,76
24652,293.4149,15115000,75
25707,293.3008,16016879,56
19740,293.2297,19765613,150
25986,292.7318,2722747,32
19542,292.7115,75264568,52
25803,291.8142,3263761,45
25703,291.2969,3199999,32
26385,291.231,2320000,27
25830,291.2101,8056623,30
25052,291.0412,10154334,115
23990,290.9832,4806227,36
23742,290.5797,5390000,22
26301,290.5316,26577357,262
24915,290.3608,2735820,15
21868,290.3504,8375650,23
18239,290.2372,27824356,9
26186,290.0399,63150776,100
26561,289.9837,4948535,29
26202,289.8572,3913426,20
25147,289.7738,9322139,11
24818,289.7629,2068768,11
24551,289.5851,87793000,272
22417,289.5068,4531117,15
25688,289.4475,26182331,135
21016,289.2041,21067059,329
23988,288.9314,3255445,15
17307,288.8623,374014369,116
513,288.3802,10999352,21
19593,288.3427,97343245,34
2084,288.006,9362848,30
21481,287.6494,4964870,31
280,287.4655,745391133,2958
20335,287.46,9930000,36
25959,287.4524,3224542,8
23075,287.4413,9256732,8
21744,287.431,5898094,75
21496,287.4223,340162473,41
26206,287.1412,190787452,5625
1887,286.8257,762886000,938
23446,286.6362,4528272,134
23555,286.4851,4218180,25
26145,286.4668,3442720,19
25089,286.2948,2094220,9
21220,285.9572,5009011,8
23258,285.5543,80646568,1299
26270,285.2081,99391340,362
25468,285.0353,12241453,62
19500,284.7775,21661625,150
2658,284.7055,28404617,91
23234,284.2498,21183154,8
17352,283.783,39140430,8
21893,283.602,4749925,14
25422,283.3747,2711379,13
21909,283.2956,24036927,425
23804,283.2798,8796514,43
23435,283.2407,8204095,82
24875,283.2047,8638525,101
26287,283.1003,6302000,64
26410,283.0896,3162282,37
23597,282.9532,4001861,21
9584,282.7204,3203259,26
23336,282.6451,11688717,27
537,281.7941,22285853,193
23512,281.0225,12655775,28
25026,280.557,2810695,19
24886,280.48,2475464,23
19710,280.4388,9236951,75
46,280.2242,368744342,32
2351,280.1636,33583346,115
26259,279.6606,12289914,28
25465,279.5575,2131166,2
23393,279.4591,6207825,13
23355,279.3348,3818760,25
23945,279.1001,5010846,103
23242,278.965,22729656,39
25700,278.5813,83881246,45
21234,278.4374,7881905,33
22985,278.3228,18403795,7
25229,278.2273,5184869,25
125,278.1513,9869639,49
17364,277.8119,157765218,1184
21824,277.7046,144487660,611
21390,277.0409,30020000,37
21343,276.8592,4199824,24
26127,276.2362,2054848,43
26106,276.168,13555497,16
24737,275.808,154708956,92
23515,275.3116,52558545,539
26351,275.1252,32240947,239
23123,275.1123,8206673,99
22958,275.0444,17204463,116
17834,274.721,12200908,130
23749,274.4945,10765044,143
23142,274.1427,2662729,23
24813,274.0866,3964158,14
19276,274.0662,36430191,90
26596,273.9868,12132867,44
24164,273.1889,8017000,7
23778,273.1295,9637036,27
308,273.0499,38318012,60
23521,273.0225,473041000,1387
25841,272.9444,12612732,102
23639,272.929,3871029,43
25221,272.5653,2116614,7
17351,272.153,11090237,10
25038,272.1005,2152456,13
24636,272.0339,2581372,28
25870,271.7661,2243653,18
26125,271.6699,5720000,40
23404,271.6144,43264906,150
21601,271.6148,8837000,84
24975,271.5713,5853304,13
26581,271.5583,33064774,32
19422,271.1548,22810723,175
21576,271.0889,35636379,48
23614,271.0818,5018444,45
26110,270.9939,2510000,28
23751,270.6402,7529934,6
21243,270.5459,24078241,87
25316,270.3811,33601450,39
24815,270.2494,2121788,11
21696,270.2331,4951797,52
18845,270.1506,19903000,100
21494,269.8389,24706971,270
23593,269.781,3709650,32
19372,269.7482,21857840,90
21960,269.411,13456456,125
23239,268.4249,7030663,26
19416,268.3134,9676875,27
26137,268.2853,38881124,18
22019,268.1553,64369769,159
25945,268.1484,4920031,28
26558,267.9337,4473720,44
23578,267.7793,18731000,55
25207,267.5709,9079000,38
25272,267.404,3156000,20
25354,267.225,2395144,5
23129,267.03,21886000,177
24620,266.8153,13623038,115
26211,266.394,36284000,126
25396,266.3053,18567366,88
26512,266.0633,2209170,10
1337,266.0175,51836106,457
23715,265.8908,79816792,137
23188,265.7382,8708322,403
18032,265.4839,177504226,837
25528,265.4152,3347463,180
23652,265.112,2613326,10
26310,265.0575,4170588,7
23823,265.0319,5582170,6
21124,264.8809,16729309,49
21218,264.8144,9434464,70
23062,264.709,14288805,130
21146,264.6315,19196785,93
18215,264.5936,95341336,65
25426,264.458,2059738,23
25963,264.1782,2008257,5
26367,263.7869,2196720,24
26312,263.5811,9071000,40
21911,263.4751,20917387,24
20053,263.4508,30333682,42
25584,263.3471,4032135,23
26432,262.9345,27169400,300
25566,262.6459,2004021,18
4360,262.5594,21474036,205
26620,262.461,10382361,40
26501,262.3214,4058000,67
21286,262.0019,9020690,16
26076,261.6364,2969686,11
20433,261.5804,25320844,44
25157,261.5843,2003900,12
21754,261.5087,5274296,248
26397,261.2637,2630000,55
21771,260.9798,9306161,40
23830,260.9385,128272637,58
23378,260.9146,3006321,70
24709,260.861,11816818,146
26583,260.2359,116385000,2
23288,260.2377,9429145,0
26291,260.1764,2563084,12
25904,259.81,14396000,73
23126,259.7508,5658862,95
26449,259.1366,3136347,17
26556,258.9137,21389220,130
21325,258.3444,6475677,14
26148,258.1181,13798646,70
26571,257.6628,179722000,1
23587,257.5924,2913888,29
25807,257.5232,106359651,290
19557,257.268,12500100,20
19699,257.175,39427623,247
23584,257.1328,2809939,38
24839,257.0888,2225306,47
25799,256.9027,6140225,38
23755,256.8628,3095449,13
26003,256.0363,17282000,22
19385,255.9201,7130013,64
23612,255.7417,10192000,80
23816,255.3611,5194181,16
10663,255.1577,27747946,30
21797,254.8856,55678000,222
21562,254.4075,9455056,37
26584,254.3802,178232000,182
21382,254.3369,19532185,65
25589,253.8436,10587000,48
21001,253.8272,63586323,37
25303,253.5673,2852694,13
26285,253.3483,13108360,110
25201,253.0291,5062780,36
23408,252.8518,9655969,168
111,252.7811,36557497,195
21408,252.4481,5623189,225
21185,252.1576,56117945,34
23870,252.1566,3557824,35
17421,251.8028,25061241,135
23282,251.648,3323133,13
24790,251.5518,4424262,73
23461,251.4756,7923830,15
23580,251.3081,2417000,30
26088,251.2797,35135000,210
24331,251.2489,11303125,400
17416,251.1442,133958000,361
25397,251.0201,5881914,1000
21246,250.9617,8584176,106
24812,250.9275,2017268,25
23892,250.4652,12501084,85
20304,250.2544,127445337,690
17870,250.1394,10883730,41
20333,249.8741,15019712,567
23094,249.7404,5508929,48
19825,248.7075,26468933,300
17737,248.6507,23015288,76
21254,248.6393,7046000,31
18427,248.2907,52129000,222
437,248.2741,18873936,240
26350,248.2519,3974230,30
19816,248.1884,7613815,16
25824,248.1788,20936161,6
26500,247.8748,21772812,50
2025,247.5778,28923437,20
2623,247.5774,20740776,78
25382,247.4753,9908513,89
23380,247.3451,28795523,75
21914,247.2892,25829618,80
21410,247.1707,44520155,60
24787,246.8155,17602895,30
23278,246.7242,6252019,100
26195,246.6421,2005432,23
26540,246.5039,18179261,25
25856,246.001,5135333,35
23352,246.0021,2129792,24
23690,245.8975,21537981,45
24793,245.4726,2460622,5
971,245.4635,7691718,58
19980,245.3393,12921103,45
24670,245.1807,3438000,70
22823,245.1132,68725301,543
25590,244.7687,13115000,35
25805,244.6897,7518252,62
18628,244.1659,18091633,81
25029,243.9896,4233742,25
17812,243.9197,11793011,21
19683,243.8583,9286038,50
21603,243.6775,4892438,43
26598,243.5506,22080000,613
23964,243.188,5025220,48
21827,243.1489,22861016,511
22002,242.838,5831677,39
24023,242.614,4777077,14
24893,242.3706,21759035,138
25641,242.0831,10251252,106
21153,241.8451,31893333,231
19632,241.4478,7129925,32
24594,240.8999,3078899,17
26616,240.7829,7469538,30
25930,240.6901,2613270,3
3899,240.6525,20390274,110
23558,240.5123,2712729,10
25430,240.3619,14108000,89
23780,240.0587,3364619,89
25694,239.971,6605871,11
25307,239.8829,25363660,499
24963,239.7053,3227200,3
17650,239.1893,105747923,61
20157,238.7621,6909761,33
26472,238.7418,8948536,48
25523,238.717,20102921,104
23561,238.6694,74542441,329
19213,238.664,51206000,71
23449,238.4592,5629608,35
21904,238.2334,51104373,42
23566,238.2204,18932000,73
23834,238.1556,3388319,45
18999,238.0871,13821000,25
25693,238.0525,13264728,38
25399,237.9956,3790658,12
21581,237.9191,7120932,150
20374,237.5105,40176024,100
25131,237.4161,8697262,41
25458,237.1296,4199515,32
25850,236.9459,3038848,9
25519,236.7135,7462156,210
25118,235.8538,4824832,52
23516,235.714,6022256,36
24994,235.665,28216000,182
1627,235.3861,108048000,522
23759,235.3437,7154468,36
21368,234.9164,11028935,45
21193,234.7703,76527940,1587
24988,234.6115,2910508,55
23402,234.5349,78692079,663
395,234.3271,6987700,42
94,234.2106,50738654,125
21636,234.2022,51876787,605
2701,233.8078,570044305,360
23701,233.7537,9108830,37
21560,233.5627,6015269,26
26387,233.5106,22523509,50
26502,233.2725,3376150,31
23591,233.2086,52257956,350
26481,233.0535,3670712,11
26302,232.9645,3999922,23
1548,232.9052,56118000,201
23676,232.771,37791848,220
24198,232.7018,13377904,72
26494,232.6449,5614501,28
21116,232.4697,15203901,17
25864,232.3116,4732964,17
23294,232.2299,6887840,30
23596,232.0655,3620161,26
18855,231.9792,159387745,23
19546,231.8746,9631000,370
25084,231.4406,13671662,12
24593,231.3724,2945871,9
25921,231.252,3224788,5
22169,231.0221,6693074,41
21423,230.8978,6169837,22
6302,230.7261,34250000,45
25333,230.4804,9090312,30
1998,230.4456,221938763,335
23986,230.0781,6061611,250
24191,229.94,57068359,336
26209,229.8915,2551206,85
25958,229.6236,2014000,19
869,229.2835,17809737,108
20409,229.1463,20566416,144
25837,228.7196,17349627,1600
25724,228.6138,57652000,125
21685,228.5655,16131943,120
23754,228.4805,5112080,36
7509,228.3713,84132000,533
21718,228.0663,19708530,60
25977,228.0686,2522880,10
3626,227.8681,32115634,221
25662,227.8073,5717897,300
25504,227.777,32857700,60
23326,227.7258,23628500,154
18210,227.6908,21257300,89
22141,227.4208,6607351,22
991,227.2516,14622009,120
22366,227.1971,7469428,39
26006,227.0138,2218151,15
4186,226.8934,25661613,27
26091,226.8116,3721152,50
25898,226.6752,62011409,176
25260,226.6426,2427000,12
25171,226.6225,28728439,24
21378,226.4906,13038372,88
26419,226.1275,3646099,23
25258,225.9706,3850247,200
23609,225.7339,2933840,62
23909,225.1929,3008034,49
4053,225.0804,45714100,1224
21583,224.657,7660279,44
26469,224.6105,2403851,25
21894,224.2454,3850054,15
23622,223.8606,2687062,29
384,223.7962,56753547,442
22689,223.6856,33255437,48
17862,223.5759,11747735,92
775,223.5734,26675534,230
23419,223.4315,17279479,245
24707,223.285,53701000,150
26605,223.2203,13530000,125
23806,223.0813,23978203,39
22569,222.8848,27119881,88
21431,222.6422,2740103,15
25628,222.4669,3322119,28
2152,222.2353,77712337,661
19345,222.1629,21121000,250
1737,222.087,31633834,19
25077,221.8634,30756149,60
26141,221.7479,17731759,66
23833,221.6815,29614000,138
25009,221.6316,6980000,14
23423,221.6246,19730921,133
21493,221.5981,14059595,114
23938,221.557,27498574,67
19340,221.3668,11024102,65
26344,221.3356,2138257,6
1384,221.1765,230450792,330
24074,220.9581,95237075,2146
25217,220.9552,5279829,28
23310,220.9465,2248673,10
23768,220.7016,4300746,53
23209,220.6272,6876975,30
21536,220.4399,50265759,441
1999,220.3849,49365052,169
25190,219.3371,2959974,20
20929,219.3106,16795796,23
527,219.2982,1047132000,1257
23887,219.2895,7503700,43
23415,219.1758,2882043,24
23999,219.1735,11342064,195
23253,218.9476,5682747,16
1226,218.919,17644091,47
21871,218.8931,5704340,35
19778,218.7551,26056913,136
26119,218.7418,2852634,45
21186,218.6663,15667236,60
26266,218.6257,8133728,52
23364,218.5803,13009752,50
19657,218.5489,8520144,55
24821,218.5038,2669113,17
23537,218.4598,12170014,95
23846,218.3826,11267323,9
23283,218.3586,17466081,126
22329,218.3323,10696987,30
23978,217.8604,15538150,21
22134,217.8187,6851993,39
24911,217.6311,21024000,40
25689,217.5853,2404915,31
1109,217.4732,18042000,100
25552,217.191,17921775,120
26476,217.1088,3044885,25
25940,216.9831,12188000,66
20111,216.8691,8536735,67
22212,216.5409,15017671,760
25631,216.339,4596241,5
21788,216.1602,21212677,24
18535,216.1154,687690000,430
24104,216.0936,5510406,42
26489,216.0714,3009000,23
25533,215.8888,6588258,50
3206,215.8024,40939935,332
25336,215.8005,2979189,20
23476,215.7636,11989780,150
25196,215.617,13194506,400
25687,215.5635,60777471,185
5600,215.52,7007428,34
25271,215.1956,3958661,10
21544,215.1082,3999665,50
17454,214.5293,20871148,185
23531,214.5323,7835000,45
23611,214.2261,8193892,50
25706,213.5169,4955495,26
25811,213.1555,2302463,15
23694,213.1085,4939070,55
23048,212.7813,3475000,25
2448,212.6976,132595158,175
2309,212.5348,13604638,38
26443,212.4966,2773845,17
25596,212.4099,20538957,50
1741,212.0258,154729586,326
23628,212.0284,9088787,28
23685,211.9796,3006722,20
23599,211.9078,26620385,278
26606,211.9039,145263000,640
25922,211.8277,2213871,16
21941,211.5905,4497419,46
24843,210.8055,6938497,40
21554,210.6717,5735000,40
26113,210.515,8682000,324
23727,209.7936,6937703,10
23170,209.7569,8265956,35
26334,209.699,3704000,40
22058,209.6695,59714870,439
23837,209.4112,16397923,26
2627,209.4101,7006951,25
21180,209.3778,8289060,23
7685,209.2508,74381000,403
26077,209.2122,39083796,49
25873,208.9956,4809974,21
22055,208.9012,5232085,138
26321,208.6932,23780094,38
23594,208.6705,17088000,59
22041,208.6697,6188003,41
26292,208.608,2103000,1
24136,208.4512,11961999,59
24992,208.3775,5662319,27
896,208.3604,6705325,80
25083,208.1534,6975506,117
22014,208.0587,70037502,278
21726,208.0318,5216173,58
21862,208.0198,8104000,85
24808,207.896,5281501,25
1546,207.6577,28712813,124
145,207.6442,19957427,106
17348,207.516,56872000,425
17811,207.3653,22927724,29
26371,207.3102,3658875,202
6402,207.2024,52470907,255
21755,207.1715,18651225,121
26457,207.1145,12748677,183
4946,207.0532,33439963,348
25911,207.0479,10135580,95
13531,207.0015,16212284,63
24819,206.9767,10560000,80
21504,206.891,12183573,168
21801,206.8862,4223193,54
23092,206.8022,20779141,27
25715,206.7002,14007000,450
23524,206.2562,4746944,20
19352,206.2425,33161488,191
25702,206.2209,3946581,22
23424,206.2094,4241000,17
23838,206.18,3474071,29
25960,206.0378,11176721,381
21171,206.0255,8836881,28
25341,205.9927,7506000,41
26519,205.8985,4460000,17
