,id,company,url,industry,yrs_on_list
916,25479,Mobile Healthcare Solutions,mobile-healthcare-solutions,Health,1
917,26532,Premier Management,premier-management,Government Services,1
918,23403,ExclusiveCPA,exclusivecpa,Advertising & Marketing,2
919,21173,MediaMath,mediamath,Advertising & Marketing,2
920,22124,Tower Legal Solutions,tower-legal-solutions,Business Products & Services,2
921,18326,Dialog Direct,dialog-direct,Telecommunications,5
922,25256,Mongoose Metrics,mongoose-metrics,IT Services,1
923,25697,Marbles: The Brain Store,marbles-the-brain-store,Retail,1
924,23354,Vector Media Group,vector-media-group,Advertising & Marketing,2
925,25979,C-leveled,c-leveled,Business Products & Services,1
926,25853,DecisivEdge,decisivedge,Financial Services,1
927,17681,Moore Family Hearing Company,moore-family-hearing-company,Health,2
928,25637,Ace Metrix,ace-metrix,Advertising & Marketing,1
929,21796,Initials,initials,Retail,3
930,25443,Behavioral Health Works,behavioral-health-works,Health,1
931,23348,Netmark,netmark,Advertising & Marketing,2
932,23236,Lifes2Good,lifes2good,Consumer Products & Services,2
933,23065,TrendyMinds,trendyminds,Advertising & Marketing,2
934,24909,MyDealerLot,mydealerlot,Business Products & Services,1
935,26152,MindPoint Group,mindpoint-group,Security,1
936,2157,Nutiva,nutiva,Food & Beverage,6
937,21329,Global Forwarding,global-forwarding,Logistics & Transportation,2
938,23256,Media Vision USA,media-vision-usa,Business Products & Services,2
939,21045,Wall Street Network Solutions,wall-street-network-solutions,Telecommunications,3
940,25191,Posh Technologies,posh-technologies,IT Services,1
941,19572,Alliance Security,alliance-security,Security,4
942,23565,PharmaPoint,pharmapoint,Health,2
943,23493,Richter10.2 Media Group,richter102-media-group,Advertising & Marketing,2
944,25885,Symbionce Financial Solutions,symbionce-financial-solutions,Financial Services,1
945,23290,Power Grid Engineering,power-grid-engineering,Engineering,2
946,22920,NSR Solutions,nsr-solutions,Government Services,2
947,25356,SeQuel Response,sequel-response,Advertising & Marketing,1
948,23391,Fingerpaint,fingerpaint,Advertising & Marketing,2
949,17769,VariQ,variq,Government Services,5
950,25515,Bosque Systems,bosque-systems,Energy,1
951,24991,GINIA,ginia,Government Services,1
952,25230,Edge Velocity,edge-velocity,Telecommunications,1
953,19435,The Ticket Experience,the-ticket-experience,Retail,4
954,21350,Indique Hair,indique-hair,Retail,3
955,23203,PlayMaker CRM,playmaker-crm,Software,2
956,22932,Wilson Legal Solutions,wilson-legal-solutions,IT Services,2
957,24857,MACK Companies,mack-companies,Real Estate,1
958,20990,Wireless Communications,wireless-communications,Retail,3
959,25474,The Wasmer Company,the-wasmer-company,Energy,1
960,25049,Konnect Public Relations,konnect-public-relations,Advertising & Marketing,1
961,23454,JB Cosmetics,jb-cosmetics,Consumer Products & Services,2
962,25788,Lumen21,lumen21,IT Services,1
963,26523,ARI Logistics,ari-logistics,Logistics & Transportation,1
964,25040,Technical Engineering Consultants,technical-engineering-consultants,Human Resources,1
965,26542,The Mass Media Group,the-mass-media-group,Advertising & Marketing,1
966,17322,Thrillist Media Group,thrillist-media-group,Media,5
967,21035,Bizo,bizo,Advertising & Marketing,3
968,21348,RevolutionEHR,revolutionehr,Software,3
969,25800,Billiards.com,billiardscom,Retail,1
970,23405,Blink Reaction,blink-reaction,IT Services,2
971,21290,Integrity Express Logistics,integrity-express-logistics,Logistics & Transportation,3
972,24826,Benaissance,benaissance,Insurance,1
973,23923,Gatesman+Dave,gatesmandave,Advertising & Marketing,2
974,21373,Clearent,clearent,Financial Services,3
975,25785,IT Partners (Bethel Park PA),it-partners-bethel-park-pa,IT Services,1
976,25328,Silverline,silverline,IT Services,1
977,26473,A. Marshall Family Foods,a-marshall-family-foods,Food & Beverage,1
978,25607,Kanta Electric,kanta-electric,Construction,1
979,21627,Kovarus,kovarus,IT Services,3
980,23654,Communication Infrastructure Corporation,communication-infrastructure-corporation,Telecommunications,2
981,24861,FlashBanc,flashbanc,Financial Services,1
982,25264,Fisher Wallace Laboratories,fisher-wallace-laboratories,Health,1
983,25978,Motivate Design,motivate-design,Business Products & Services,1
984,23365,Fresh Consulting,fresh-consulting,IT Services,2
985,2901,OtterBox,otterbox,Consumer Products & Services,7
986,26530,Foodlinks,foodlinks,Food & Beverage,1
987,25156,ChiroHealthUSA,chirohealthusa,Health,1
988,1026,Six Dimensions,six-dimensions,IT Services,3
989,25692,Quest Group,quest-group,Human Resources,1
990,26568,Globeimmune,globeimmune,Health,1
991,26421,Keller Williams Legacy Partners,keller-williams-legacy-partners,Real Estate,1
992,23544,Victory Marketing Agency,victory-marketing-agency,Advertising & Marketing,2
993,26504,Grass Roots Meetings & Events,grass-roots-meetings-events,Business Products & Services,1
994,23528,FastMed Urgent Care,fastmed-urgent-care,Health,2
995,23827,Adroit Associates,adroit-associates,IT Services,2
996,23647,Reed Integration,reed-integration,Government Services,2
997,23462,Three Twins Ice Cream,three-twins-ice-cream,Food & Beverage,2
998,21548,HVAC.com,hvac-com,Retail,3
999,23131,ReverbNation,reverbnation,Software,2
1000,23547,Revenue Universe,revenue-universe,Advertising & Marketing,2
1001,26518,Potenza,potenza,Advertising & Marketing,1
1002,21766,PinnacleAIS,pinnacleais,Energy,3
1003,17263,Gazelle,gazelle,Consumer Products & Services,5
1004,26258,Trident Technologies,trident-technologies,Government Services,1
1005,25014,Brad's Deals,brads-deals,Consumer Products & Services,1
1006,26279,QuarterLine,quarterline,Health,1
1007,23235,Largetail,largetail,Advertising & Marketing,2
1008,25269,Hudson Fiber Network,hudson-fiber-network,Telecommunications,1
1009,8109,Unitrends,unitrends,IT Services,4
1010,26614,Madécasse Chocolate,madecasse-chocolate,Food & Beverage,1
1011,23108,Ivy Exec,ivy-exec,Human Resources,2
1012,25793,LGS Industries,lgs-industries,Consumer Products & Services,1
1013,25209,Convoy Technologies,convoy-technologies,Logistics & Transportation,1
1014,23414,Johnson Creek Enterprises,johnson-creek-enterprises,Consumer Products & Services,2
1015,26138,Smarter Agent Mobile,smarter-agent-mobile,Software,1
1016,23182,VCA,vca,Business Products & Services,3
1017,20397,Gorilla Commerce,gorilla-commerce,Software,4
1018,25887,Three Square Design Group,three-square-design-group,Construction,1
1019,26508,Avanti Global Resources,avanti-global-resources,Computer Hardware,1
1020,25254,Edelberg & Associates,edelberg-associates,Health,1
1021,21067,Choice Home Warranty,choice-home-warranty,Insurance,3
1022,24678,ARMA Global,arma-global,Government Services,1
1023,2761,Inthinc,inthinc,Telecommunications,5
1024,24097,Relias Learning,relias-learning,Software,2
1025,23035,TEEMA Solutions Group,teema-solutions-group,Human Resources,2
1026,26267,Candlelight Homes,candlelight-homes,Construction,1
1027,25860,SalesRoads,salesroads,Business Products & Services,1
1028,23353,360 Cloud Solutions,360-cloud-solutions,Software,2
1029,25720,Fusion PPT,fusion-ppt,IT Services,1
1030,25099,More Than Rewards,more-than-rewards,Software,1
1031,26139,Axiom Technology Group,axiom-technology-group,IT Services,1
1032,24985,StaffRehab,staffrehab,Health,1
1033,24862,The Big Salad,the-big-salad,Food & Beverage,1
1034,26154,GreenerU,greeneru,Engineering,1
1035,25273,FyrSoft,fyrsoft,IT Services,1
1036,24924,MeritCard,meritcard,Financial Services,1
1037,23795,Landmark Home Warranty,landmark-home-warranty,Insurance,2
1038,22996,GiftCardRescue.com,giftcardrescuecom,Consumer Products & Services,2
1039,23089,FreightPros,freightpros,Logistics & Transportation,2
1040,23420,Nest Realty,nest-realty,Real Estate,2
1041,24006,Merge Design & Interactive,merge-design-interactive,Advertising & Marketing,2
1042,25591,Symmetrics Group,symmetrics-group,Business Products & Services,1
1043,26173,PitchBook Data,pitchbook-data,Financial Services,1
1044,25661,IntelliAir,intelliair,Engineering,1
1045,23641,Vertical Direct Marketing Group,vertical-direct-marketing-group,Advertising & Marketing,2
1046,23459,Imagine Easy Solutions,imagine-easy-solutions,Education,2
1047,25712,King of Carts,king-of-carts,Retail,1
1048,25968,Bush Construction,bush-construction,Construction,1
1049,21399,Integrity Engineering & Design Solutions,integrity-engineering-design-solutions,Engineering,3
1050,21235,Allied Wallet,allied-wallet,Financial Services,2
1051,25485,RE/MAX Dynamic-The Duncan Duo & Associates,remax-dynamic-the-duncan-duo-associates,Real Estate,1
1052,25106,4DSP,4dsp,Telecommunications,1
1053,25466,SoloHealth,solohealth,Health,1
1054,23573,SCIO Health Analytics,scio-health-analytics,Health,2
1055,22578,Inilex,inilex,Security,3
1056,23003,Mobomo,mobomo,Software,2
1057,23463,Fruitables Pet Food,fruitables-pet-food,Food & Beverage,2
1058,23177,Santa Rosa Consulting,santa-rosa-consulting,Health,2
1059,25737,Enterprise Trenchless Technologies,enterprise-trenchless-technologies,Construction,1
1060,25553,Siteline Interior Carpentry,siteline-interior-carpentry,Construction,1
1061,23457,Confirm BioSciences,confirm-biosciences,Health,2
1062,25044,Fenton Family Dental,fenton-family-dental,Health,1
1063,24837,4SIGHT Supply Chain Group,4sight-supply-chain-group,Logistics & Transportation,1
1064,26294,Consolidated Construction Services,consolidated-construction-services,Construction,1
1065,23285,ShedsForLessDirect.com,shedsforlessdirectcom,Retail,2
1066,25462,Ypulse,ypulse,Business Products & Services,1
1067,22990,RMGS,rmgs,Government Services,2
1068,26366,KeyLogic Services,keylogic-services,Government Services,1
1069,25901,Phastek,phastek,Consumer Products & Services,1
1070,26331,United Shore Financial Services,united-shore-financial-services,Financial Services,1
1071,23575,Medical Guardian,medical-guardian,Health,2
1072,3308,Lyons Consulting Group,lyons-consulting-group,IT Services,5
1073,24130,Rodda Electric,rodda-electric,Energy,2
1074,22061,C1 Bank,c1-bank,Financial Services,2
1075,21014,AustinCSI,austincsi,IT Services,3
1076,25003,The Credit Pros Intl,the-credit-pros-intl,Financial Services,1
1077,23541,R P Funding,r-p-funding,Financial Services,2
1078,21052,Clarity Software Solutions,clarity-software-solutions,Business Products & Services,3
1079,26590,Zapata Technology,zapata-technology,IT Services,1
1080,22467,CityTech,citytech,Software,3
1081,24885,DeviceFidelity,devicefidelity,Telecommunications,1
1082,17499,Moz,moz,Software,4
1083,25429,Sriven Technologies,sriven-technologies,IT Services,1
1084,19818,N2 Publishing,n2-publishing,Media,4
1085,23140,Magnet 360,magnet-360,Advertising & Marketing,2
1086,23743,Click Rain,click-rain,Advertising & Marketing,2
1087,22320,ADI Energy,adi-energy,Energy,3
1088,26468,Diversity Search Group,diversity-search-group,Human Resources,1
1089,23736,Q1Media,q1media,Advertising & Marketing,2
1090,25947,Summit Custom Homes,summit-custom-homes,Construction,1
1091,20987,Zantech IT Services,zantech-it-services,Government Services,3
1092,26290,Omelet,omelet,Advertising & Marketing,1
1093,17896,EndoChoice,endochoice,Health,5
1094,25476,KEMP Technologies,kemp-technologies,Software,1
1095,26543,Keiland Construction,keiland-construction,Construction,1
1096,21139,Suzanne Evans Coaching of SC,suzanne-evans-coaching-of-sc,Business Products & Services,3
1097,24999,Dorm Company,dorm-company,Retail,1
1098,21264,MPactWealth,mpactwealth,Education,3
1099,19231,HubSpot,hubspot,Software,4
1100,23330,ColdLight,coldlight,Software,2
1101,26566,Arista Networks,arista-networks,Software,1
1102,23121,Vetora,vetora,Retail,2
1103,26363,Genelex,genelex,Health,1
1104,25101,Westrax Machinery,westrax-machinery,Construction,1
1105,23113,SimpleRay,simpleray,Energy,2
1106,19333,PalmerHouse Properties,palmerhouse-properties,Real Estate,4
1107,26232,Cormac,cormac,IT Services,1
1108,26065,Wafels & Dinges,wafels-dinges,Food & Beverage,1
1109,23428,IMS - Internet Media Services,ims---internet-media-services,Advertising & Marketing,2
1110,25372,The Ticket Group,the-ticket-group,Consumer Products & Services,1
1111,26072,Conexess Group,conexess-group,IT Services,1
1112,25939,Olollo,olollo,Manufacturing,1
1113,23022,EnSite Solutions,ensite-solutions,Business Products & Services,2
1114,25875,ColoCrossing,colocrossing,IT Services,1
1115,25935,Wholesale Screening Solutions,wholesale-screening-solutions,Business Products & Services,1
1116,24054,Freedom Mortgage,freedom-mortgage,Financial Services,2
1117,21357,CCS Construction Staffing,ccs-construction-staffing,Human Resources,3
1118,23081,Space Saving Solutions,space-saving-solutions,Business Products & Services,2
1119,18037,Flip Flop Shops,flip-flop-shops,Retail,5
1120,21048,ShoeZoo.com,shoezoocom,Retail,3
1121,21809,Pensionmark Retirement Group,pensionmark-retirement-group,Financial Services,3
1122,26580,Resmac,resmac,Financial Services,1
1123,23289,Ads Direct Media,ads-direct-media,Advertising & Marketing,2
1124,23056,Whitacre Logistics,whitacre-logistics,Logistics & Transportation,2
1125,23571,IPT Associates,ipt-associates,Government Services,2
1126,25109,VIVA Pediatrics,viva-pediatrics,Health,1
1127,8327,Vitals,vitals,Health,5
1128,21222,SpringAhead,springahead,Software,3
1129,3147,CFM Engineering,cfm-engineering,Construction,6
1130,26417,Action Staffing Solutions,action-staffing-solutions,Human Resources,1
1131,21265,Consumer United,consumer-united,Insurance,3
1132,20979,Livestream,livestream,Media,3
1133,24798,Elasticity,elasticity,Advertising & Marketing,1
1134,17424,Veterans Enterprise Technology Solutions,veterans-enterprise-technology-solutions,Government Services,5
1135,25097,Modern Mechanical,modern-mechanical,Construction,1
1136,20056,Avaap,avaap,IT Services,4
1137,18155,Restoration Media,restoration-media,Media,4
1138,21345,Cariloha,cariloha,Retail,3
1139,25056,Conejo Deals,conejo-deals,Advertising & Marketing,1
1140,23668,OneKreate,onekreate,Advertising & Marketing,2
1141,25934,F.L.E.R.T.,flert,Manufacturing,1
1142,25956,Kalisher,kalisher,Media,1
1143,25408,CONTI Organization,conti-organization,Real Estate,1
1144,24791,Zero Waste Solutions,zero-waste-solutions,Environmental Services,1
1145,26265,Tevora Business Solutions,tevora-business-solutions,Security,1
1146,25771,Columbia Hobby Distribution,columbia-hobby-distribution,Consumer Products & Services,1
1147,21047,Ontraport,ontraport,Software,3
1148,25586,Transparent BPO,transparent-bpo,Business Products & Services,1
1149,21353,Latitude Beverage Company,latitude-beverage-company,Food & Beverage,3
1150,21527,Yashi,yashi,Advertising & Marketing,3
1151,21448,Infosmart Systems,infosmart-systems,IT Services,3
1152,25291,eComfort,ecomfort,Consumer Products & Services,1
1153,26374,Tempo Creative,tempo-creative,Advertising & Marketing,1
1154,23765,Emagine IT,emagine-it,Government Services,2
1155,25613,Acadia Shutters,acadia-shutters,Retail,1
1156,506,InsideSales.com,insidesalescom,Software,4
1157,21714,Delta Defense,delta-defense,Media,3
1158,23291,The Rocket Company,the-rocket-company,Business Products & Services,2
1159,21398,Rich Dealers,rich-dealers,Advertising & Marketing,3
1160,25972,Hover Networks,hover-networks,Telecommunications,1
1161,23335,Underground Elephant,underground-elephant,Advertising & Marketing,2
1162,25564,MOD Pizza,mod-pizza,Food & Beverage,1
1163,17475,Harkcon,harkcon,Government Services,5
1164,19684,E3 Federal Solutions,e3-federal-solutions,Government Services,3
1165,24842,BeforeTheMovie,beforethemovie,Advertising & Marketing,1
1166,23237,Zija International,zija-international,Consumer Products & Services,2
1167,1322,Netlink,netlink,IT Services,3
1168,23486,Culture Studio,culture-studio,Consumer Products & Services,2
1169,21634,JD Mellberg Financial,jd-mellberg-financial,Financial Services,4
1170,23395,CommunicateHealth,communicatehealth,Health,2
1171,25857,Dupray,dupray,Consumer Products & Services,1
1172,24897,Wildkin,wildkin,Consumer Products & Services,1
1173,25318,Skylight Group,skylight-group,Real Estate,1
1174,25733,Armstrong Air & Heating,armstrong-air-heating,Construction,1
1175,26007,Waldon Studio Architects,waldon-studio-architects,Construction,1
1176,23240,Hourglass Angel,hourglass-angel,Retail,2
1177,17600,Clinipace Worldwide,clinipace-worldwide,Health,5
1178,24860,Pine Hill Group,pine-hill-group,Financial Services,1
1179,25189,TheRTAStore.com,thertastorecom,Retail,1
1180,25475,Fueld Films,fueld-films,Media,1
1181,25514,TrustPoint International,trustpoint-international,Business Products & Services,1
1182,21046,Onsite Occupational Health & Safety,onsite-occupational-health-safety,Health,3
1183,26497,RealMatch,realmatch,Business Products & Services,1
1184,25657,BrightSign,brightsign,Computer Hardware,1
1185,1204,Stroll,stroll,Education,7
1186,22290,Spicer Group,spicer-group,Construction,3
1187,21199,New Penn Financial,new-penn-financial,Financial Services,3
1188,25079,Tailgate Guys,tailgate-guys,Food & Beverage,1
1189,23101,Clickin Moms,clickin-moms,Media,2
1190,23536,Two Maids & A Mop,two-maids-a-mop,Consumer Products & Services,2
1191,26480,Pinnacle Freight Systems,pinnacle-freight-systems,Logistics & Transportation,1
1192,25849,Specialized Physical Therapy,specialized-physical-therapy,Health,1
1193,23151,Govind Development,govind-development,Engineering,4
1194,23388,SoundConnect,soundconnect,Telecommunications,2
1195,24873,US Freight,us-freight,Logistics & Transportation,1
1196,23519,TG Manufacturing,tg-manufacturing,Manufacturing,2
1197,21947,ZT Wealth and Altus Group of Companies,zt-wealth-and-altus-group-of-companies,Health,3
1198,26607,MACNAK Construction,macnak-construction,Construction,1
1199,22872,ZeOmega,zeomega,Health,2
1200,24855,FlexJobs,flexjobs,Human Resources,1
1201,22038,Marvel Technologies,marvel-technologies,IT Services,3
1202,25757,JDC Group,jdc-group,IT Services,1
1203,24832,Sun King Brewing Company,sun-king-brewing-company,Food & Beverage,1
1204,22235,Sub Rosa,sub-rosa,Advertising & Marketing,3
1205,21245,Digital Management,digital-management,IT Services,8
1206,21488,Information Systems & Networks,information-systems-networks,Government Services,5
1207,23473,Tier10,tier10,Advertising & Marketing,2
1208,23021,Ad-Juster,ad-juster,Advertising & Marketing,2
1209,23063,VincentBenjamin,vincentbenjamin,Human Resources,2
1210,23072,3 Key Elements,3-key-elements,Education,2
1211,23518,AMTIS,amtis,Government Services,2
1212,21883,Cherokee Data Solutions,cherokee-data-solutions,Business Products & Services,3
1213,25170,MobileFuse,mobilefuse,Advertising & Marketing,1
1214,25415,Mobelux,mobelux,Software,1
1215,26282,Winterbridge Media,winterbridge-media,Advertising & Marketing,1
1216,20976,Red Frog Events,red-frog-events,Consumer Products & Services,3
1217,26299,Express Software & Services,express-software-services,Software,1
1218,23574,Pens N More,pens-n-more,Retail,2
1219,21439,Enve Composites,enve-composites,Manufacturing,3
1220,23155,Integrated Prescription Management,integrated-prescription-management,Health,2
1221,23210,Universal Industries,universal-industries,Consumer Products & Services,2
1222,23159,Rigil,rigil,IT Services,2
1223,23250,MojoTech,mojotech,Software,2
1224,24827,Square 9 Softworks,square-9-softworks,Software,1
1225,25085,Safe Money Millionaire,safe-money-millionaire,Financial Services,1
1226,26264,ZehnerGroup,zehnergroup,Advertising & Marketing,1
1227,21715,VCC Optoelectronics,vcc-optoelectronics,Manufacturing,3
1228,21569,Astor & Sanders,astor-sanders,Government Services,3
1229,23381,Jobvite,jobvite,Human Resources,2
1230,23666,eCapital Advisors,ecapital-advisors,IT Services,2
1231,25274,All Things BBQ,all-things-bbq,Retail,1
1232,19304,Integrated Practice Solutions,integrated-practice-solutions,Health,4
1233,19253,Black Mountain Systems,black-mountain-systems,Software,4
1234,25364,RockFlowerPaper,rockflowerpaper,Consumer Products & Services,1
1235,23538,StrategicHealthSolutions,strategichealthsolutions,Government Services,2
1236,23425,Payoneer,payoneer,Financial Services,2
1237,17954,Factory 360,factory-360,Advertising & Marketing,4
1238,25499,Maxpcb,maxpcb,Manufacturing,1
1239,26451,InCadence Strategic Solutions,incadence-strategic-solutions,Engineering,1
1240,22973,Dashed,dashed,Food & Beverage,2
1241,26330,Ducerus,ducerus,Education,1
1242,26425,KNR Hospitality Group,knr-hospitality-group,Food & Beverage,1
1243,2670,GTN Technical Staffing,gtn-technical-staffing,Human Resources,5
1244,19237,Prodege,prodege,Advertising & Marketing,4
1245,25966,United Wall Systems,united-wall-systems,Construction,1
1246,25854,Raizlabs,raizlabs,Software,1
1247,26194,Maxymiser,maxymiser,Software,1
1248,24961,Little Guy Worldwide,little-guy-worldwide,Consumer Products & Services,1
1249,26323,Teladoc,teladoc,Health,1
1250,25550,Marketeching Solutions,marketeching-solutions,Advertising & Marketing,1
1251,25562,The Reagor Dykes Auto Group,the-reagor-dykes-auto-group,Retail,1
1252,23198,BH Cosmetics,bh-cosmetics,Retail,2
1253,258,GATR Technologies,gatr-technologies,Telecommunications,6
1254,20565,C2 Solutions Group,c2-solutions-group,Government Services,4
1255,19431,SevOne,sevone,Software,3
1256,26383,LiveAreaLabs,livearealabs,Advertising & Marketing,1
1257,21296,aimClear,aimclear,Advertising & Marketing,3
1258,21525,Trigger Point Performance,trigger-point-performance,Health,3
1259,26461,PowerObjects,powerobjects,IT Services,1
1260,25352,McDonnell and Associates,mcdonnell-and-associates,Consumer Products & Services,1
1261,25492,Sovereign Health of California,sovereign-health-of-california,Health,1
1262,25787,Maverick Brands,maverick-brands,Food & Beverage,1
1263,24876,Swain Techs,swain-techs,IT Services,1
1264,26525,Productive Edge,productive-edge,Software,1
1265,17566,SnapAV,snapav,Manufacturing,5
1266,23484,PAL General Engineering,pal-general-engineering,Construction,2
1267,25696,MobiSystems,mobisystems,Software,1
1268,17571,VinSolutions,vinsolutions,Software,5
1269,19311,Boston Technologies,boston-technologies,Financial Services,4
1270,25961,Loft9,loft9,Business Products & Services,1
1271,23152,Action Lead Solutions,action-lead-solutions,Advertising & Marketing,2
1272,25137,Lonerider Brewing Company,lonerider-brewing-company,Food & Beverage,1
1273,26439,Idealist Consulting,idealist-consulting,IT Services,1
1274,23324,Abridge Info Systems,abridge-info-systems,IT Services,2
1275,26609,Trupanion,trupanion,Health,1
1276,21165,The Brixton Group,the-brixton-group,IT Services,3
1277,23588,Knight Insurance Group,knight-insurance-group,Insurance,2
1278,23195,FBS,fbs,Business Products & Services,2
1279,17450,Knight Point Systems,knight-point-systems,IT Services,4
1280,20999,Webimax,webimax,Advertising & Marketing,3
1281,2158,Harmonia,harmonia,Software,6
1282,20404,Orsini Healthcare,orsini-healthcare,Health,4
1283,24935,Verity Wine Partners,verity-wine-partners,Food & Beverage,1
1284,23032,CWU,cwu,Government Services,2
1285,23246,Mindgrub,mindgrub,Software,2
1286,23689,Internet Creations,internet-creations,Software,2
1287,25713,GSD Construction,gsd-construction,Construction,1
1288,26199,RetailNext,retailnext,Software,1
1289,6223,HyGen Pharmaceuticals,hygen-pharmaceuticals,Health,4
1290,20942,Mom Corps,mom-corps,Human Resources,4
1291,21587,Service Nation,service-nation,Business Products & Services,3
1292,19578,Rally Point Management,rally-point-management,Government Services,4
1293,23808,Airetel Staffing,airetel-staffing,Engineering,2
1294,21511,Saylent Technologies,saylent-technologies,Software,3
1295,26463,Genesys Spine,genesys-spine,Health,1
1296,24841,Mtell,mtell,Software,1
1297,24634,Walsh Electrical Contracting,walsh-electrical-contracting,Construction,1
1298,26562,Pacific Western Painting,pacific-western-painting,Construction,1
1299,26183,Zayo Group,zayo-group,Telecommunications,1
1300,24880,LLamasoft,llamasoft,Software,1
1301,25187,MaxBurst,maxburst,IT Services,1
1302,25122,MindMax,mindmax,Education,1
1303,26575,IBC,ibc,IT Services,1
1304,23231,PrepNet,prepnet,Education,2
1305,19594,Code 42,code-42,Software,4
1306,23007,Alternative Technology Solutions,alternative-technology-solutions,Software,2
1307,23363,InSync Training,insync-training,Education,2
1308,23550,DRT Transportation,drt-transportation,Logistics & Transportation,2
1309,23227,MASS Communications,mass-communications,Telecommunications,2
1310,26084,Pedego Electric Bikes,pedego-electric-bikes,Consumer Products & Services,1
1311,23146,Fathom (Oakland CA),fathom-oakland-ca,Manufacturing,2
1312,23549,Devbridge Group,devbridge-group,Software,2
1313,23359,AE Works,ae-works,Engineering,2
1314,21631,Balsam Brands,balsam-brands,Retail,3
1315,26102,Alcance Media Group,alcance-media-group,Advertising & Marketing,1
1316,21402,EP Technology,ep-technology,Security,3
1317,21514,Authenticom,authenticom,Software,3
1318,25051,GigaSavvy,gigasavvy,Advertising & Marketing,1
1319,26534,VOIPo,voipo,IT Services,1
1320,19560,MIndseeker,mindseeker,IT Services,4
1321,23692,Curant Health,curant-health,Health,2
1322,7732,Titan Consulting,titan-consulting,Business Products & Services,4
1323,25245,Cameo Solutions,cameo-solutions,IT Services,1
1324,5217,The Blueline Group,the-blueline-group,Engineering,3
1325,25537,Central Business Solutions,central-business-solutions,IT Services,1
1326,20943,Patxi's Pizza,patxis-pizza,Food & Beverage,4
1327,26203,Dealer Online Marketing,dealer-online-marketing,Advertising & Marketing,1
1328,22122,Ritter Insurance Marketing,ritter-insurance-marketing,Insurance,3
1329,24151,Strategic Systems & Technology,strategic-systems-technology,Business Products & Services,2
1330,25842,Full Armor Group,full-armor-group,Government Services,1
1331,20399,Verengo Solar,verengo-solar,Energy,4
1332,25599,Cutting Edge Recruiting Solutions,cutting-edge-recruiting-solutions,Human Resources,1
1333,154,College Hunks Hauling Junk,college-hunks-hauling-junk,Consumer Products & Services,5
1334,24966,NVE,nve,Government Services,1
1335,20980,HighTower Advisors,hightower-advisors,Financial Services,3
1336,20339,enVista,envista,Logistics & Transportation,4
1337,21019,ALKU,alku,Human Resources,3
1338,25410,OnWire,onwire,Security,1
1339,21085,The Clearing,the-clearing,Business Products & Services,3
1340,23307,Desert Care Landscape Resources,desert-care-landscape-resources,Environmental Services,2
1341,19898,Zipline Logistics,zipline-logistics,Logistics & Transportation,4
1342,1127,Agosto,agosto,IT Services,4
1343,25082,Trinity Logistics USA,trinity-logistics-usa,Logistics & Transportation,1
1344,19239,FLS Energy,fls-energy,Energy,4
1345,21937,The Clean Bedroom,the-clean-bedroom,Retail,2
1346,17606,PayLease,paylease,Financial Services,5
1347,25155,Makeup Geek,makeup-geek,Retail,1
1348,21062,Omatic Software,omatic-software,Software,3
1349,25570,Blue Track Media,blue-track-media,Advertising & Marketing,1
1350,751,AgileThought,agilethought,Software,7
1351,25503,Park Avenue Properties,park-avenue-properties,Real Estate,1
1352,8,One Technologies,one-technologies,Consumer Products & Services,8
1353,26185,Eloquentix,eloquentix,IT Services,1
1354,21693,Memphis Invest,memphis-invest,Real Estate,3
1355,21455,CDYNE,cdyne,Software,3
1356,25080,Inside Connect Cable,inside-connect-cable,Telecommunications,1
1357,19957,Edgewater Construction Services,edgewater-construction-services,Construction,4
1358,23082,Virtual Tech Gurus,virtual-tech-gurus,IT Services,2
1359,23196,ClearAbility,clearability,Government Services,2
1360,24983,Apex Payroll,apex-payroll,Software,1
1361,25926,Hammond's Candies,hammonds-candies,Food & Beverage,1
1362,21065,ActivEngage,activengage,Software,3
1363,25915,TakeLessons,takelessons,Software,1
1364,25872,GetUsROI,getusroi,Software,1
1365,24851,Heads-Up Companies,heads-up-companies,Construction,1
1366,23080,Genesis Consulting Partners,genesis-consulting-partners,IT Services,2
1367,21365,Retail Radio,retail-radio,Advertising & Marketing,3
1368,23503,Reliant Realty,reliant-realty,Real Estate,2
1369,19391,BulkReefSupply.com,bulkreefsupplycom,Retail,4
1370,19576,Rebecca Minkoff,rebecca-minkoff,Retail,4
1371,25326,Digital Air Strike,digital-air-strike,Advertising & Marketing,1
1372,11000,York Enterprise Solutions,york-enterprise-solutions,IT Services,4
1373,25439,Knowledgent Group,knowledgent-group,IT Services,1
1374,25116,SPOC Automation,spoc-automation,Energy,1
1375,19423,Access Media 3,access-media-3,Telecommunications,4
1376,25781,Ampal Group,ampal-group,Food & Beverage,1
1377,26023,Precise Leads,precise-leads,Advertising & Marketing,1
1378,4146,Insurance Care Direct,insurance-care-direct,Insurance,6
1379,4121,Ventech Solutions,ventech-solutions,IT Services,6
1380,26175,Access Networks,access-networks,IT Services,1
1381,26062,PUSH Marketing & Promotions,push-marketing-promotions,Human Resources,1
1382,19789,AASKI Technology,aaski-technology,Engineering,4
1383,25192,A-Fordable Billing Solution,a-fordable-billing-solution,Health,1
1384,1339,Lumenate,lumenate,IT Services,5
1385,23086,Patina Solutions,patina-solutions,Human Resources,2
1386,21117,Crunchy Logistics,crunchy-logistics,IT Services,3
